FID,X,Y,Mean_H,Std_H,Mean_Mean_Slope,Std_Mean_Slope,Max_Max_Slope,Mean_Slope_Std,Mean_Curvature,Upper_Mean_Slope,Lower_Mean_Slope,Inflection_Count,Max_Curvature,Std_Curvature,Mean_Slope_deg_x_C,C_over_Gamma_Mean_H,tan_Phi_over_tan_Mean_Slope,Mean_Slope_x_Gamma,Phi_over_Mean_Slope,Mean_Max_Slope_x_C,Gamma_Mean_H_sin_Mean_Slope,C_over_Mean_Profile_L_Gamma,tan_Phi_over_Mean_Slope_Std,Upper_Slope_x_C,Phi_over_Gamma_over_Mean_H,Curvature_x_C_over_Gamma,Min_FoS
5139,1724223.876,3910377.008,100.6667,18.8031,13.8322,0.831,43.7796,8.7175,-0.0108,14.6971,12.1726,15.6667,-0.0017,0.0089,622.4489,0.0199,1.8939,311.2244,1.8074,1970.0839,541.5143,0.0021,0.0535,661.3692,0.011,-0.0217,
5140,1710386.75,3910278.503,89,12.8323,11.8391,0.4275,35.2494,7.9789,-0.0134,12.6816,9.7106,17.3333,0.0144,0.0196,532.7615,0.0225,2.2245,266.3807,2.1116,1586.2217,410.8424,0.0022,0.0584,570.67,0.0125,-0.0268,
5141,1713428.875,3910397.249,124,35.5622,8.3788,2.1122,35.6843,6.3998,0.0021,9.1134,8.1244,33.6667,0.0086,0.0049,377.0459,0.0161,3.1659,188.523,2.9837,1605.7926,406.5503,0.0012,0.0729,410.1036,0.009,0.0042,
5142,1715715.502,3910350.746,127.3333,18.0801,16.1238,1.5291,45.5619,12.0435,-0.0096,16.7453,8.3423,13.6667,0.0275,0.0262,725.5714,0.0157,1.613,362.7857,1.5505,2050.2865,795.6503,0.0031,0.0387,753.539,0.0087,-0.0192,
5143,1719293.251,3910476.247,120.3333,26.5121,14.0355,2.237,35.0835,9.3933,-0.0009,12.1093,14.4248,20.3333,0.0041,0.0067,631.599,0.0166,1.8653,315.7995,1.7812,1578.7574,656.6327,0.0021,0.0496,544.9168,0.0092,-0.0018,
5144,1686925.25,3910840.503,234.3333,46.1327,9.7119,0.8856,39.2541,6.9599,0.0018,9.3963,11.159,40.3333,0.0089,0.0068,437.0356,0.0085,2.7246,218.5178,2.5742,1766.4349,889.4399,0.0011,0.067,422.8349,0.0047,0.0036,
5145,1700259.38,3910263.753,113.6667,56.7587,13.6774,1.6316,40.6247,9.2615,-0.0011,12.0175,15.4525,16,0.0251,0.022,615.481,0.0176,1.9162,307.7405,1.8278,1828.1103,604.7315,0.0024,0.0503,540.7886,0.0098,-0.0023,
5146,1702117.5,3910280.25,62.6667,25.7207,9.1294,2.1044,30.4245,6.8006,-0.0154,9.68,8.2904,11.3333,0.0001,0.0131,410.8237,0.0319,2.9017,205.4118,2.7384,1369.1029,223.7176,0.0031,0.0686,435.5994,0.0177,-0.0307,
5147,1687147.125,3910562.75,162.6667,78.3213,8.7563,1.4824,31.6939,6.1661,-0.0032,9.6451,6.7632,33.6667,0.0061,0.0069,394.0349,0.0123,3.0274,197.0175,2.8551,1426.2237,557.1713,0.0014,0.0756,434.0274,0.0068,-0.0064,
5148,1701611.128,3910273.25,109.3333,31.4784,13.0134,0.4369,51.1258,9.5259,-0.0032,11.2548,12.1518,20.6667,0.0036,0.0081,585.6013,0.0183,2.0177,292.8006,1.9211,2300.6628,553.9386,0.002,0.049,506.4677,0.0102,-0.0064,
5149,1719517.002,3910190.25,75.6667,10.9646,12.1274,1.4006,37.88,7.7523,0.0031,10.1972,14.3712,11.6667,0.036,0.0236,545.7349,0.0264,2.1701,272.8674,2.0614,1704.601,357.6729,0.0033,0.0602,458.8748,0.0147,0.0061,2.302
5150,1687517.75,3910483.998,174.6667,61.3696,8.9705,1.1982,30.1784,5.9327,0.0045,8.5701,8.4255,32,0.0099,0.0058,403.6707,0.0115,2.954,201.8354,2.7869,1358.0263,612.7861,0.0013,0.0786,385.6528,0.0064,0.009,
5151,1696139.376,3910420.005,130.3333,37.8535,9.2821,1.5942,31.5876,6.1804,-0.0036,8.4848,7.9879,21.6667,0.0053,0.0063,417.6939,0.0153,2.8532,208.847,2.6934,1421.444,472.9984,0.0019,0.0754,381.818,0.0085,-0.0072,
5152,1702449.749,3910336.753,92.6667,19.9555,9.3958,1.5579,30.7833,5.6051,0.0037,9.1855,9.7407,18.6667,0.0066,0.0027,422.81,0.0216,2.818,211.405,2.6608,1385.2466,340.383,0.0023,0.0832,413.3486,0.012,0.0074,
5153,1712485,3910261.497,107,39.6316,12.7696,1.7737,33.391,7.3917,0.0012,11.9901,12.316,16.6667,0.0039,0.0019,574.6298,0.0187,2.0575,287.3149,1.9578,1502.5969,532.1303,0.0024,0.0631,539.5533,0.0104,0.0024,
5154,1686406.127,3910561.752,177.6667,62.034,8.7367,1.4985,27.6309,5.3764,-0.0034,9.9373,7.351,35.3333,0,0.0024,393.153,0.0113,3.0343,196.5765,2.8615,1243.3905,607.1983,0.0012,0.0867,447.1776,0.0063,-0.0068,
5155,1691452.625,3910186.502,228.3333,132.2985,14.1165,2.6685,48.2169,9.3488,-0.0009,9.9988,19.8062,30.3333,0.0024,0.0023,635.2444,0.0088,1.8542,317.6222,1.771,2169.7611,1253.0107,0.0014,0.0499,449.9445,0.0049,-0.0018,
5156,1695473.126,3910208.748,140.3333,33.5195,10.6819,2.2107,39.9924,8.0709,0.0015,10.8401,11.61,21,0.0176,0.0165,480.6866,0.0143,2.4721,240.3433,2.3404,1799.6561,585.2635,0.0019,0.0578,487.8065,0.0079,0.003,
5157,1697174.747,3910572.246,144.3333,32.4277,12.7569,0.6783,52.7262,10.6624,-0.0041,8.5076,13.2944,27.6667,0.004,0.0066,574.0585,0.0139,2.0596,287.0292,1.9597,2372.6779,717.0939,0.0015,0.0437,382.8432,0.0077,-0.0082,
5158,1700723.881,3910250.985,193.6667,32.2938,22.3697,2.9536,52.8734,13.6389,0.0312,15.2754,23.1845,11.3333,0.0667,0.0254,1006.6375,0.0103,1.133,503.3187,1.1176,2379.3043,1658.3849,0.0029,0.0342,687.3948,0.0057,0.0624,
5159,1707168.998,3910184.993,91.3333,8.3799,14.041,1.7466,37.3268,9.6773,-0.024,17.168,10.7929,14.3333,-0.0067,0.0124,631.8472,0.0219,1.8646,315.9236,1.7805,1679.7041,498.5779,0.0026,0.0482,772.5607,0.0122,-0.048,
5160,1689090.128,3910157.503,147,53.2416,10.8158,1.0135,26.9181,7.1492,0.0121,8.7388,10.7376,19.3333,0.0202,0.0067,486.7104,0.0136,2.4408,243.3552,2.3114,1211.316,620.6588,0.002,0.0652,393.2447,0.0076,0.0242,
5161,1707369.125,3910375.755,90.6667,33.2098,9.822,1.8465,42.6075,8.6775,0.0059,8.2825,8.7314,20.3333,0.0164,0.0075,441.9879,0.0221,2.6935,220.994,2.5453,1917.337,347.9976,0.002,0.0537,372.711,0.0123,0.0118,
5162,1717982.749,3910132.261,123.3333,27.4024,15.1822,2.0941,44.8231,10.6386,0.005,13.3123,15.827,19.3333,0.0237,0.0167,683.2005,0.0162,1.7184,341.6002,1.6467,2017.0395,726.7445,0.0022,0.0438,599.0539,0.009,0.0101,
5163,1718461.499,3910532.752,181,12.9615,15.8295,0.6659,43.4146,10.2663,0.0014,15.5065,14.6537,36,0.0053,0.0054,712.3278,0.011,1.6447,356.1639,1.5793,1953.6592,1110.8792,0.0012,0.0454,697.7904,0.0061,0.0028,
5164,1725154.751,3910300.752,116.6667,9.3927,12.9363,1.2245,37.7719,8.8949,0.0028,13.4457,12.3884,33.6667,0.0107,0.0057,582.1349,0.0171,2.0301,291.0674,1.9325,1699.7342,587.6539,0.0013,0.0524,605.0569,0.0095,0.0057,
5165,1697477.749,3910210.503,119,52.3323,11.9592,3.3387,54.0937,8.845,0.0065,10.2433,16.0277,15.3333,0.0204,0.012,538.1653,0.0168,2.2015,269.0826,2.0904,2434.2158,554.8197,0.0021,0.0527,460.9469,0.0093,0.0129,
5166,1700967.746,3910109.25,163.3333,33.1092,22.496,0.7554,58.6428,13.8529,0.0462,12.225,27.786,13.3333,0.0637,0.0125,1012.318,0.0122,1.126,506.159,1.1113,2638.9268,1406.122,0.0031,0.0337,550.1257,0.0068,0.0924,0.7058
5167,1715258.124,3910031.748,159.6667,30.739,17.6218,2.2165,47.9793,11.648,0.0031,13.5189,21.5318,17.6667,0.0174,0.0128,792.9831,0.0125,1.468,396.4916,1.4187,2159.0684,1087.5695,0.002,0.04,608.3509,0.007,0.0061,
5168,1716006.747,3910157.247,124,57.5674,14.2533,3.3256,43.4732,9.0536,-0.016,16.0778,11.1801,11,0.0209,0.0261,641.3984,0.0161,1.8356,320.6992,1.754,1956.2951,686.9234,0.0025,0.0515,723.4993,0.009,-0.0319,
5169,1679226.001,3910456.252,175.6667,15.6915,8.6092,0.6769,24.2306,6.0209,0.0026,9.0441,8.3671,32.3333,0.009,0.0062,387.4121,0.0114,3.08,193.706,2.9039,1090.3762,591.6631,0.0013,0.0774,406.9852,0.0063,0.0052,
5170,1681715.874,3910130.755,89.3333,4.714,8.3565,1.4701,25.4704,5.2264,-0.003,8.1911,8.255,21.6667,0.0108,0.0101,376.043,0.0224,3.1745,188.0215,2.9917,1146.1667,292.1176,0.002,0.0892,368.6016,0.0124,-0.0061,
5171,1689483.748,3910301.747,253.3333,70.6226,15.0669,1.8273,51.6605,10.6765,0.0006,13.8993,16.5866,30,0.0116,0.0105,678.0112,0.0079,1.7322,339.0056,1.6593,2324.7237,1481.6977,0.0013,0.0437,625.4706,0.0044,0.0012,
5172,1717322.749,3910006.246,197.3333,62.8879,17.7065,1.1055,41.9901,12.1302,0.008,16.5936,15.6334,22.6667,0.0197,0.0083,796.7922,0.0101,1.4606,398.3961,1.4119,1889.5527,1350.3861,0.0018,0.0384,746.7106,0.0056,0.016,
5173,1673663.643,3910189.808,214.6667,42.9056,8.9571,0.6295,31.5001,6.1816,-0.0032,9.0177,8.9906,35.6667,0,0.0027,403.07,0.0093,2.9585,201.535,2.7911,1417.5066,752.0073,0.0012,0.0754,405.7968,0.0052,-0.0064,
5174,1684722.998,3910507.502,176.3333,79.0373,8.469,1.4925,30.4034,6.1175,0.0019,7.9737,7.4378,37,0.0024,0.0005,381.1064,0.0113,3.1317,190.5532,2.9519,1368.1552,584.3129,0.0012,0.0762,358.8159,0.0063,0.0038,
5175,1689828,3909905.494,134.3333,41.708,19.9069,2.7286,41.4242,13.3477,-0.0035,15.3293,19.547,8,0.0228,0.0258,895.8117,0.0149,1.2877,447.9058,1.2558,1864.091,1029.1407,0.005,0.0349,689.8181,0.0083,-0.007,
5176,1717084.75,3910219.496,249,102.3751,18.1798,1.1678,47.4454,10.6535,-0.0095,20.4821,15.7314,29.3333,0.0055,0.0118,818.0931,0.008,1.42,409.0466,1.3751,2135.041,1747.9843,0.0015,0.0438,921.6926,0.0045,-0.019,
5177,1722090.246,3910286.75,106.6667,25.3684,12.3179,0.4608,32.5362,7.5833,0.004,12.7704,11.3428,20.3333,0.0193,0.0112,554.3058,0.0188,2.1355,277.1529,2.0296,1464.1293,512.0057,0.002,0.0615,574.6695,0.0104,0.0081,
5178,1680430.125,3910738.241,215.6667,36.9354,9.9198,0.8908,31.8965,6.7626,-0.0022,10.5093,9.9525,52.3333,-0.0001,0.0025,446.3909,0.0093,2.6664,223.1954,2.5202,1435.3426,835.9376,0.0009,0.069,472.919,0.0052,-0.0045,
5179,1685462.876,3910203.5,146.6667,30.0703,8.9919,0.8102,22.9551,5.7003,0.0024,9.9492,7.2594,33,0.006,0.0026,404.636,0.0136,2.9468,202.318,2.7803,1032.9774,515.7736,0.0014,0.0818,447.7158,0.0076,0.0048,
5180,1690294.003,3910135.242,141.3333,16.4992,14.2348,2.7935,50.3931,12.799,-0.0112,13.6167,11.6508,18.3333,0.0371,0.0356,640.565,0.0142,1.8381,320.2825,1.7563,2267.6912,781.9486,0.0021,0.0364,612.7502,0.0079,-0.0224,
5181,1700106.75,3909981.503,162,40.2078,16.4397,0.7652,46.8564,10.2636,0.0162,16.375,19.3838,19.3333,0.0337,0.0175,739.7876,0.0123,1.5803,369.8938,1.5207,2108.5372,1031.5586,0.0022,0.0454,736.8759,0.0069,0.0324,
5182,1720524.002,3910027.5,70.3333,16.4384,10.6745,1.4904,39.4746,7.1161,0.0147,8.9386,13.5345,14,0.03,0.0191,480.3514,0.0284,2.4739,240.1757,2.342,1776.3568,293.1247,0.0026,0.0655,402.2361,0.0158,0.0293,
5183,1725474.378,3909934.506,88,8.165,14.8666,0.292,34.903,8.9644,-0.0255,11.9378,11.2408,8,0.0237,0.0356,668.9958,0.0227,1.7566,334.4979,1.6816,1570.6372,508.0066,0.0051,0.052,537.2,0.0126,-0.0509,
5184,1675556.498,3910648.247,137.3333,40.8357,8.9375,0.2112,30.3173,6.5122,0.0022,8.7803,10.1503,40.6667,0.0067,0.0035,402.186,0.0146,2.9651,201.093,2.7972,1364.278,480.0513,0.001,0.0716,395.115,0.0081,0.0044,
5185,1684991.624,3910415.752,180.3333,50.625,8.5219,1.3958,27.5702,5.2621,0.0051,9.5578,7.5303,34.6667,0.009,0.0029,383.4859,0.0111,3.112,191.7429,2.9336,1240.6591,601.271,0.0012,0.0886,430.1002,0.0062,0.0102,
5186,1693333.75,3910189.996,146,51.0751,11.8272,0.9409,35.2251,7.2549,0.0005,10.6071,9.743,21,0.0066,0.0043,532.2227,0.0137,2.2268,266.1113,2.1138,1585.1288,673.2944,0.0018,0.0643,477.3197,0.0076,0.0011,
5187,1702728.377,3910033.99,100,4.3205,10.6875,1.0233,26.902,7.0253,0.0052,9.869,12.9791,14,0.0328,0.0207,480.9387,0.02,2.4708,240.4693,2.3392,1210.5907,417.2686,0.0026,0.0664,444.1028,0.0111,0.0105,
5188,1716360.5,3909916.494,127.6667,26.7125,15.2433,0.7943,42.0983,10.3287,-0.0097,11.9678,15.479,17,0.0159,0.0218,685.9502,0.0157,1.7112,342.9751,1.6401,1894.4252,755.2349,0.0022,0.0451,538.5506,0.0087,-0.0195,
5189,1705083.497,3910035.755,157.3333,31.8364,13.1451,0.3981,48.3674,10.6139,0.0094,8.7491,14.5166,28.6667,0.0155,0.0074,591.5297,0.0127,1.9967,295.7648,1.9018,2176.5345,805.0596,0.0014,0.0439,393.7108,0.0071,0.0188,
5190,1706376,3910127.506,117.6667,24.1431,16.3431,2.5684,40.5546,10.1183,0.0118,15.6515,16.1346,16.6667,0.029,0.0134,735.4384,0.017,1.5902,367.7192,1.5297,1824.9571,744.9753,0.0022,0.0461,704.3192,0.0094,0.0237,
5191,1712039.25,3909884.5,81.3333,11.8134,14.9965,1.2025,36.9644,9.5725,-0.0168,13.2746,10.7275,7.6667,0.0208,0.0394,674.8423,0.0246,1.7407,337.4212,1.6671,1663.3993,473.5307,0.0046,0.0487,597.3548,0.0137,-0.0336,
5192,1712323.752,3909994.257,103.6667,40.4338,14.7622,0.3757,32.409,8.1217,0.0021,13.9541,14.1378,12.3333,0.0185,0.0168,664.3008,0.0193,1.7696,332.1504,1.6935,1458.4069,594.3409,0.0026,0.0574,627.9324,0.0107,0.0043,
5193,1674527,3910666.989,184,50.2195,8.6839,0.4969,31.8964,6.9569,-0.0001,8.5274,8.2978,51,0.0047,0.0039,390.7763,0.0109,3.0531,195.3881,2.8789,1435.338,625.0711,0.0009,0.067,383.7326,0.006,-0.0002,
5194,1676864.874,3910160.749,317.3333,115.4393,9.161,0.2521,34.7965,6.4961,0.0015,8.6306,10.2855,73,0.0045,0.0022,412.2446,0.0063,2.8915,206.1223,2.729,1565.8419,1136.7528,0.0006,0.0718,388.3781,0.0035,0.003,
5195,1713556.25,3910030.25,107,39.1918,8.7403,1.4358,36.5298,7.2804,-0.0024,9.1789,10.3151,34,0.0055,0.0099,393.3142,0.0187,3.0331,196.6571,2.8603,1643.8402,365.8349,0.0013,0.064,413.05,0.0104,-0.0049,
5196,1718950.378,3909938.498,106.3333,34.4513,12.6284,1.2961,32.4609,8.37,-0.0003,11.4739,14.7416,19,0.0056,0.0058,568.2767,0.0188,2.0813,284.1384,1.9797,1460.7405,523.0638,0.002,0.0557,516.3249,0.0104,-0.0007,
5197,1701351.996,3909882.992,170.3333,67.7315,13.7894,0.8428,43.6929,10.2791,0.0077,15.0282,17.0528,20.3333,0.0316,0.0264,620.5251,0.0117,1.9,310.2625,1.813,1966.1803,913.4939,0.002,0.0454,676.268,0.0065,0.0155,
5198,1707124.625,3909926.25,105.3333,17.0163,14.412,0.9314,42.6482,9.1574,-0.0001,14.0713,13.9276,19.6667,0.0033,0.0028,648.5412,0.019,1.8146,324.2706,1.7347,1919.1712,589.8768,0.0019,0.0509,633.2095,0.0105,-0.0002,
5199,1711291.875,3910053.244,84.6667,25.0377,10.0961,1.2664,34.537,6.7455,-0.0026,10.675,8.9647,16.6667,0.002,0.0056,454.3235,0.0236,2.6189,227.1618,2.4762,1554.1632,333.9453,0.0023,0.0691,480.3738,0.0131,-0.0052,
5200,1717204.75,3909815.5,170.3333,57.8523,20.0646,0.9837,38.2345,10.113,0.003,20.3322,20.6115,16.6667,0.0179,0.0111,902.9053,0.0117,1.2767,451.4527,1.246,1720.5521,1314.8495,0.0024,0.0461,914.9481,0.0065,0.006,
5201,1721741.371,3910116.498,106,16.5731,10.9267,2.4499,33.7523,8.7325,0.002,10.1866,11.2056,21,0.0206,0.0131,491.7031,0.0189,2.4154,245.8515,2.288,1518.8522,452.0854,0.002,0.0534,458.3964,0.0105,0.0041,
5202,1722621.626,3910112,112,17.4547,12.7468,2.0114,35.4586,8.1899,0.005,10.1544,14.3013,25.3333,0.0134,0.0066,573.6055,0.0179,2.0613,286.8027,1.9613,1595.6384,556.0198,0.0015,0.0569,456.9493,0.0099,0.0099,
5203,1673950.876,3910305.999,204,67.6215,8.7648,0.7545,34.3971,6.832,-0.0002,9.4498,7.0931,48,0.0049,0.005,394.415,0.0098,3.0245,197.2075,2.8523,1547.8716,699.4164,0.0009,0.0683,425.2393,0.0054,-0.0003,
5204,1690710.626,3909891.495,219.6667,48.3345,15.0333,1.112,51.0263,11.6375,-0.0104,15.9032,9.6558,20.3333,0.0048,0.0161,676.4989,0.0091,1.7362,338.2494,1.663,2296.1813,1281.9883,0.0019,0.0401,715.6444,0.0051,-0.0209,
5205,1694126.625,3909979.25,79.6667,12.8149,9.0804,1.3071,32.2574,6.5943,0.0047,6.056,12.8489,13.3333,0.0209,0.0119,408.6177,0.0251,2.9176,204.3089,2.7532,1451.5825,282.8927,0.0025,0.0707,272.5183,0.0139,0.0093,
5206,1697204.75,3909773.49,72.3333,23.6972,11.1828,0.5345,37.6589,7.2773,0.008,11.9893,11.6472,10,0.0727,0.0459,503.2248,0.0276,2.3587,251.6124,2.2356,1694.65,315.6364,0.004,0.0641,539.5177,0.0154,0.0159,
5207,1697973.373,3909987.25,178,69.8999,12.2965,1.4018,34.1867,8.3516,0.0028,11.2084,13.8633,37,0.0076,0.0048,553.341,0.0112,2.1393,276.6705,2.0331,1538.4007,852.9453,0.0013,0.0558,504.3764,0.0062,0.0057,
5208,1721220.629,3910111.252,79.3333,12.9701,9.419,0.2741,32.7739,7.3244,-0.0014,9.0739,9.3485,29,0.0013,0.0029,423.8553,0.0252,2.8109,211.9276,2.6542,1474.8252,292.121,0.0015,0.0637,408.3252,0.014,-0.0027,
5209,1675414.625,3909700.254,65.3333,20.1715,11.2926,1.3826,37.8067,7.42,0.0031,9.6198,10.3079,10.3333,0.031,0.0382,508.1692,0.0306,2.3352,254.0846,2.2138,1701.303,287.8559,0.0033,0.0628,432.8889,0.017,0.0063,
5210,1693677.5,3909815.998,156,37.2111,10.7208,1.1715,31.6,7.354,-0.0035,8.7103,9.4519,20,0,0.0047,482.4364,0.0128,2.463,241.2182,2.3319,1422.001,652.9424,0.0019,0.0634,391.9615,0.0071,-0.007,
5211,1694760.123,3910222.745,152.6667,68.0506,9.6367,1.2368,35.3755,6.8414,0.0047,8.3563,9.6608,33.3333,0.0131,0.0088,433.6509,0.0131,2.7463,216.8255,2.5943,1591.8992,575.0192,0.0013,0.0682,376.032,0.0073,0.0095,
5212,1696772.248,3910194.998,191.6667,29.556,11.8801,1.273,44.0987,6.8991,-0.0011,12.1361,10.9603,27.6667,0.0042,0.0057,534.6032,0.0104,2.2166,267.3016,2.1044,1984.4423,887.7877,0.0015,0.0676,546.1227,0.0058,-0.0023,
5213,1701191.25,3909707.244,75,7.7889,13.3224,1.7511,41.1302,10.3523,0.0384,10.2445,13.5125,7.3333,0.1032,0.0459,599.5064,0.0267,1.9692,299.7532,1.8765,1850.8577,388.8499,0.0046,0.045,461.0025,0.0148,0.0768,
5214,1723396.375,3910005.747,106,29.6985,13.9931,1.2029,33.7599,8.1672,-0.0099,14.2663,13.9167,18.3333,-0.0072,0.0019,629.6885,0.0189,1.8712,314.8442,1.7866,1519.1946,576.7041,0.0021,0.0571,641.9814,0.0105,-0.0198,
5215,1709868.124,3910011.748,125.6667,20.8859,12.0077,1.0696,40.4892,8.6976,0.0035,16.4592,10.8596,18.6667,0.0071,0.0038,540.3452,0.0159,2.1924,270.1726,2.082,1822.0143,588.2406,0.0019,0.0536,740.6618,0.0088,0.0069,
5216,1711660.75,3910276.5,122,32.4448,12.0219,2.4501,47.3258,8.3677,0.0009,11.695,12.1308,30.3333,0.0062,0.0071,540.9848,0.0164,2.1897,270.4924,2.0795,2129.6594,571.7431,0.0014,0.0557,526.2741,0.0091,0.0019,
5217,1723738.249,3910052.994,97.6667,11.4407,12.047,0.9813,40.1165,8.5217,0.0019,12.2431,9.6193,26.6667,0.0044,0.0018,542.1135,0.0205,2.185,271.0568,2.0752,1805.2405,458.6478,0.0015,0.0547,550.9374,0.0114,0.0038,
5218,1684286.376,3910577.494,210,55.6417,8.4973,1.1131,30.4222,5.6895,-0.0004,8.2561,8.109,49.3333,0.0053,0.006,382.377,0.0095,3.1212,191.1885,2.9421,1369.0004,698.1765,0.0009,0.082,371.5223,0.0053,-0.0007,
5219,1695701.625,3909874.5,117.3333,39.9361,10.1236,1.131,29.799,5.8881,0.0008,9.2159,9.9332,21.3333,0.0056,0.0037,455.5629,0.017,2.6116,227.7814,2.4695,1340.9555,464.0395,0.002,0.0792,414.7168,0.0095,0.0015,
5220,1711092.501,3909793.255,91,25.923,11.3612,1.7894,32.557,8.0937,0.0034,11.6948,12.3191,21.3333,0.0045,0.0011,511.2535,0.022,2.3207,255.6268,2.2005,1465.063,403.3437,0.0021,0.0576,526.2652,0.0122,0.0067,
5221,1714106.625,3909927.501,112.6667,5.3125,10.4491,1.4123,35.5571,7.6352,-0.0038,10.9506,8.1892,36.6667,-0.0019,0.0016,470.2111,0.0178,2.5285,235.1056,2.3925,1600.0688,459.7541,0.001,0.0611,492.7749,0.0099,-0.0077,
5222,1715580.625,3909782.509,125.3333,15.7551,16.2804,2.1863,40.4552,11.5271,0.011,12.2939,11.4465,10.6667,0.0466,0.0257,732.6169,0.016,1.5967,366.3084,1.5356,1820.4845,790.553,0.0037,0.0405,553.2246,0.0089,0.022,
5223,1715806.625,3909709,84.3333,25.2499,14.1215,2.899,33.4781,9.0163,0.0205,14.6822,8.5077,6.6667,0.0319,0.0082,635.4671,0.0237,1.8535,317.7335,1.7704,1506.5143,462.9497,0.0046,0.0517,660.6993,0.0132,0.041,
5224,1725853.519,3910088.103,79,7.7889,11.9974,1.1287,27.2387,7.7527,-0.0135,10.2942,14.0689,18,-0.0018,0.0105,539.8821,0.0253,2.1943,269.941,2.0838,1225.7409,369.4835,0.002,0.0601,463.2408,0.0141,-0.0271,
5225,1694434.874,3910093.506,133.3333,29.6348,9.0562,1.0759,25.792,5.9121,-0.0012,8.7509,11.6543,25.6667,0.0123,0.01,407.531,0.015,2.9256,203.7655,2.7605,1160.6416,472.2119,0.0015,0.0789,393.7911,0.0083,-0.0023,
5226,1697166.372,3909580,45,6.532,10.7363,2.2459,37.2145,7.9353,-0.0081,8.8018,10.2536,6.3333,0.0181,0.0206,483.1348,0.0444,2.4593,241.5674,2.3285,1674.6516,188.6182,0.0051,0.0588,396.0788,0.0247,-0.0162,
5227,1698319.254,3909773.253,137.6667,19.1891,13.3762,1.3983,39.4648,8.9371,-0.0139,15.3531,11.3735,19,-0.0016,0.0125,601.931,0.0145,1.961,300.9655,1.869,1775.9166,716.5898,0.002,0.0522,690.8879,0.0081,-0.0278,
5228,1708744.125,3910032.75,121.6667,30.5541,11.8455,1.2744,37.7817,7.7692,-0.0064,15.893,10.5809,28,0.0012,0.0078,533.0464,0.0164,2.2233,266.5232,2.1105,1700.1777,561.9346,0.0012,0.06,715.1842,0.0091,-0.0129,
5229,1709266.876,3909784,136.6667,40.8765,13.0115,2.6666,42.2673,9.2535,-0.0025,15.5304,10.5561,21,0.0052,0.0088,585.517,0.0146,2.018,292.7585,1.9214,1902.0266,692.3252,0.0019,0.0504,698.8665,0.0081,-0.0049,
5230,1705709.247,3909641,163.6667,35.4432,17.5969,1.7734,40.8134,10.9983,0.001,17.298,17.091,20,0.015,0.0099,791.8601,0.0122,1.4703,395.9301,1.4207,1836.6037,1113.2867,0.0022,0.0424,778.4111,0.0068,0.0021,
5231,1705976.375,3909922.248,161,34.0979,16.9726,2.9765,43.9281,10.6247,0.0103,14.7695,18.2532,23.3333,0.0252,0.0192,763.7664,0.0124,1.5278,381.8832,1.473,1976.7638,1057.4589,0.0017,0.0439,664.6275,0.0069,0.0207,
5232,1676076.25,3909647.497,58.3333,14.6135,10.7219,0.9187,33.8096,8.1271,0.0202,6.7466,13.1519,15.3333,0.0313,0.0127,482.4854,0.0343,2.4627,241.2427,2.3317,1521.4342,244.1803,0.0028,0.0574,303.5951,0.019,0.0403,
5233,1674126.375,3909691.5,201,37.7977,7.9502,0.6785,36.875,5.9553,-0.0011,8.5789,7.7961,36.3333,0.0022,0.0024,357.7571,0.01,3.339,178.8786,3.1446,1659.3737,625.5143,0.0011,0.0783,386.0519,0.0055,-0.0023,
5234,1677837.002,3909774.248,126.3333,31.3298,9.197,0.8001,25.7906,5.6487,-0.0036,11.4886,6.3933,26.3333,0,0.0031,413.8653,0.0158,2.88,206.9327,2.7183,1160.5763,454.3157,0.0017,0.0826,516.9852,0.0088,-0.0073,
5235,1707016.876,3909707.252,120.3333,19.362,14.4521,1.9287,38.879,8.6826,0.0001,12.7052,15.0714,22.6667,0.0033,0.0033,650.3423,0.0166,1.8093,325.1711,1.7299,1749.5568,675.71,0.0018,0.0537,571.7336,0.0092,0.0003,
5236,1716329.998,3909653.998,124.6667,9.2856,15.0994,1.4109,42.0671,9.7718,-0.0006,14.951,15.913,18.6667,0.0019,0.0024,679.4749,0.016,1.7283,339.7374,1.6557,1893.0197,730.6888,0.002,0.0477,672.7936,0.0089,-0.0011,
5237,1718125.004,3909716.997,98,8.9815,14.4411,1.6857,34.0588,9.0209,0.0128,13.4954,13.9619,16,0.0187,0.0051,649.8502,0.0204,1.8108,324.9251,1.7312,1532.6445,549.8937,0.0022,0.0517,607.2927,0.0113,0.0257,
5238,1719620.874,3909746.998,88.6667,18.8031,11.2696,1.2929,32.5006,7.6398,-0.0049,12.5992,10.1976,17.6667,0.0072,0.01,507.1336,0.0226,2.3401,253.5668,2.2184,1462.5263,389.8757,0.0019,0.061,566.9645,0.0125,-0.0098,
5239,1675509.498,3909538.995,67.6667,12.6842,13.5106,2.5465,40.4302,8.8103,-0.007,15.4062,10.1748,9.3333,0.0102,0.0128,607.9787,0.0296,1.9407,303.9894,1.8504,1819.3603,355.6955,0.0037,0.0529,693.2772,0.0164,-0.0141,
5240,1675792.878,3909524.506,56,10.7083,15.3677,2.5516,41.8409,9.1846,-0.0125,15.4663,16.1222,5.3333,0.069,0.0577,691.5458,0.0357,1.6967,345.7729,1.6268,1882.8407,333.9155,0.0046,0.0508,695.9852,0.0198,-0.0249,1.4579
